Release Name	Release Meta Language	Orchard Artist	Artist Country	Subaccount Name	Artist URL	Release Artist(s)-Primary Artist(s)	Release Artist(s)-Featuring(s)	Release Artist(s)-Remixer(s)	Release Artist(s)-Composer(s)	Release Artist(s)-Orchestra(s)	Release Artist(s)-Ensemble(s)	Release Artist(s)-Conductor(s)	Release Date	Sale Start Date	iTunes Pre-Order	iTunes Pre-Order Date	Preorder Preview	Release iTunes Pricing	Release Amazon Pricing	Format: Full Length / EP / Single	Imprint	Genre	Sub-genre	[C] Information	Digital UPC	Manufacturer's UPC	Folder Name / Label Catalog Number	Release Version	File Name	Volume	Track No.	Track Name	Meta Language	Version	Track Artist	Track Artist(s) - Featuring(s)	Track Artist(s) - Remixer(s)	Track Artist(s) - Composer(s)	Track Artist(s) - Orchestra(s)	Track Artist(s) - Ensemble(s)	Track Artist(s) - Conductor(s)	Track iTunes Pricing	Track Amazon Pricing	Explicit (No/Yes/Clean)	ISRC	3rd Party Publisher? (Yes/No)	[P] Information	Songwriter(s)	Publisher(s)	Only Include/Only Exclude?	Territories (ISO Codes)
Real Woman	English	Poison Girls	United Kingdom			Poison Girls							1/1/1986	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1995 Cooking Vinyl		5016578108623	COOKCD086		5016578108623_1_7.wav	1	7	Cry No More (Live)	English		Poison Girls							Front	Frontline	No	GBCEJ9500002	No	1986 Cooking Vinyl	0		Only Include	IE|GB
Real Woman	English	Poison Girls	United Kingdom			Poison Girls							1/1/1986	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1995 Cooking Vinyl		5016578108623	COOKCD086		5016578108623_1_8.wav	1	8	Persons Unknown (Live)	English		Poison Girls							Front	Frontline	No	GBCEJ8100001	No	1986 Cooking Vinyl	0		Only Include	IE|GB
Real Woman	English	Poison Girls	United Kingdom			Poison Girls							1/1/1986	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1995 Cooking Vinyl		5016578108623	COOKCD086		5016578108623_1_9.wav	1	9	Daughters And Sons	English		Poison Girls							Front	Frontline	No	GBCEJ8100002	No	1986 Cooking Vinyl	0		Only Include	IE|GB
Real Woman	English	Poison Girls	United Kingdom			Poison Girls							1/1/1986	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1995 Cooking Vinyl		5016578108623	COOKCD086		5016578108623_1_10.wav	1	10	Voodoo Pappadollar	English	Live	Poison Girls							Front	Frontline	No	GBCEJ9500003	No	1986 Cooking Vinyl	0		Only Include	IE|GB
Real Woman	English	Poison Girls	United Kingdom			Poison Girls							1/1/1986	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1995 Cooking Vinyl		5016578108623	COOKCD086		5016578108623_1_11.wav	1	11	Done It All Before	English		Poison Girls							Front	Frontline	No	GBCEJ8200016	No	1986 Cooking Vinyl	0		Only Include	IE|GB
Real Woman	English	Poison Girls	United Kingdom			Poison Girls							1/1/1986	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1995 Cooking Vinyl		5016578108623	COOKCD086		5016578108623_1_12.wav	1	12	Statement	English		Poison Girls							Front	Frontline	No	GBCEJ8000028	No	1986 Cooking Vinyl	0		Only Include	IE|GB
Polkasteady	English	Edward ll and the Red Hot Polkas	United Kingdom			Edward ll and the Red Hot Polkas							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl under exclusive license from Complete Music	711297100723	711297100723	15415		711297100723_1_1.wav	1	1	Dawn Run	English		Edward ll and the Red Hot Polkas							Front	Frontline	No	GBCEJ0399987	No	1987 Complete Music under exclusive license to Cooking Vinyl	0		Only Include	DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|DJ|EG|GQ|ER|ET|GA|GM|GH|GN|GW|KE|LS|LR|LY|MG|MW|ML|MU|MR|MA|MZ|NA|NE|NG|RW|ST|SN|SL|SC|SO|ZA|SZ|SD|TZ|TG|TN|UG|ZM|EH|ZW|AQ|BV|TF|HM|GS|AF|AZ|BH|BD|BT|IO|BN|KH|CN|CX|CC|HK|CC|IN|ID|IR|IQ|JP|JO|KW|LA|LB|MO|MY|MV|MN|MM|NP|KP|OM|PK|PS|PH|QA|SA|SG|KR|LK|SY|TW|TH|TL|AE|VN|YE|AX|AL|AD|AM|AT|BY|BE|BA|BG|HR|CY|CZ|DK|EE|FO|FI|FR|GE|DE|GL|GI|GR|GG|VA|HU|IS|IE|IM|IL|IT|JE|KZ|KG|LV|LI|LT|LU|MK|MT|YT|MD|MC|NL|NO|PL|PT|RE|RO|RU|SH|SM|CS|SK|SI|ES|SJ|SE|CH|TJ|TR|TM|UA|GB|UZ|AI|AG|AW|BS|BZ|BB|BM|CA|KY|CR|CU|DM|DO|SV|GD|GP|HT|GT|HN|JM|MQ|MX|UM|MS|NI|AN|PA|PR|KN|LC|PM|VC|TT|TC|US|VG|VI|AS|AU|CK|FJ|PF|GU|KI|MH|FM|NR|NC|NZ|NU|NF|MP|PW|PG|PN|WS|SB|TK|TO|VU|TV|WF|AR|BO|BR|CL|CO|EC|FK|GF|GY|PY|PE|SR|UY|VE
Polkasteady	English	Edward ll and the Red Hot Polkas	United Kingdom			Edward ll and the Red Hot Polkas							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl under exclusive license from Complete Music	711297100723	711297100723	15415		711297100723_1_2.wav	1	2	Little Left Lew	English		Edward ll and the Red Hot Polkas							Front	Frontline	No	GBCEJ0399986	No	1987 Complete Music under exclusive license to Cooking Vinyl	0		Only Include	DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|DJ|EG|GQ|ER|ET|GA|GM|GH|GN|GW|KE|LS|LR|LY|MG|MW|ML|MU|MR|MA|MZ|NA|NE|NG|RW|ST|SN|SL|SC|SO|ZA|SZ|SD|TZ|TG|TN|UG|ZM|EH|ZW|AQ|BV|TF|HM|GS|AF|AZ|BH|BD|BT|IO|BN|KH|CN|CX|CC|HK|CC|IN|ID|IR|IQ|JP|JO|KW|LA|LB|MO|MY|MV|MN|MM|NP|KP|OM|PK|PS|PH|QA|SA|SG|KR|LK|SY|TW|TH|TL|AE|VN|YE|AX|AL|AD|AM|AT|BY|BE|BA|BG|HR|CY|CZ|DK|EE|FO|FI|FR|GE|DE|GL|GI|GR|GG|VA|HU|IS|IE|IM|IL|IT|JE|KZ|KG|LV|LI|LT|LU|MK|MT|YT|MD|MC|NL|NO|PL|PT|RE|RO|RU|SH|SM|CS|SK|SI|ES|SJ|SE|CH|TJ|TR|TM|UA|GB|UZ|AI|AG|AW|BS|BZ|BB|BM|CA|KY|CR|CU|DM|DO|SV|GD|GP|HT|GT|HN|JM|MQ|MX|UM|MS|NI|AN|PA|PR|KN|LC|PM|VC|TT|TC|US|VG|VI|AS|AU|CK|FJ|PF|GU|KI|MH|FM|NR|NC|NZ|NU|NF|MP|PW|PG|PN|WS|SB|TK|TO|VU|TV|WF|AR|BO|BR|CL|CO|EC|FK|GF|GY|PY|PE|SR|UY|VE
Polkasteady	English	Edward ll and the Red Hot Polkas	United Kingdom			Edward ll and the Red Hot Polkas							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl under exclusive license from Complete Music	711297100723	711297100723	15415		711297100723_1_3.wav	1	3	Swiss Boy	English		Edward ll and the Red Hot Polkas							Front	Frontline	No	GBCEJ0399985	No	1987 Complete Music under exclusive license to Cooking Vinyl	0		Only Include	DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|DJ|EG|GQ|ER|ET|GA|GM|GH|GN|GW|KE|LS|LR|LY|MG|MW|ML|MU|MR|MA|MZ|NA|NE|NG|RW|ST|SN|SL|SC|SO|ZA|SZ|SD|TZ|TG|TN|UG|ZM|EH|ZW|AQ|BV|TF|HM|GS|AF|AZ|BH|BD|BT|IO|BN|KH|CN|CX|CC|HK|CC|IN|ID|IR|IQ|JP|JO|KW|LA|LB|MO|MY|MV|MN|MM|NP|KP|OM|PK|PS|PH|QA|SA|SG|KR|LK|SY|TW|TH|TL|AE|VN|YE|AX|AL|AD|AM|AT|BY|BE|BA|BG|HR|CY|CZ|DK|EE|FO|FI|FR|GE|DE|GL|GI|GR|GG|VA|HU|IS|IE|IM|IL|IT|JE|KZ|KG|LV|LI|LT|LU|MK|MT|YT|MD|MC|NL|NO|PL|PT|RE|RO|RU|SH|SM|CS|SK|SI|ES|SJ|SE|CH|TJ|TR|TM|UA|GB|UZ|AI|AG|AW|BS|BZ|BB|BM|CA|KY|CR|CU|DM|DO|SV|GD|GP|HT|GT|HN|JM|MQ|MX|UM|MS|NI|AN|PA|PR|KN|LC|PM|VC|TT|TC|US|VG|VI|AS|AU|CK|FJ|PF|GU|KI|MH|FM|NR|NC|NZ|NU|NF|MP|PW|PG|PN|WS|SB|TK|TO|VU|TV|WF|AR|BO|BR|CL|CO|EC|FK|GF|GY|PY|PE|SR|UY|VE
Polkasteady	English	Edward ll and the Red Hot Polkas	United Kingdom			Edward ll and the Red Hot Polkas							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl under exclusive license from Complete Music	711297100723	711297100723	15415		711297100723_1_4.wav	1	4	79th Highlanders' Farewell to Gibraltar	English		Edward ll and the Red Hot Polkas							Front	Frontline	No	GBCEJ0399984	No	1987 Complete Music under exclusive license to Cooking Vinyl	0		Only Include	DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|DJ|EG|GQ|ER|ET|GA|GM|GH|GN|GW|KE|LS|LR|LY|MG|MW|ML|MU|MR|MA|MZ|NA|NE|NG|RW|ST|SN|SL|SC|SO|ZA|SZ|SD|TZ|TG|TN|UG|ZM|EH|ZW|AQ|BV|TF|HM|GS|AF|AZ|BH|BD|BT|IO|BN|KH|CN|CX|CC|HK|CC|IN|ID|IR|IQ|JP|JO|KW|LA|LB|MO|MY|MV|MN|MM|NP|KP|OM|PK|PS|PH|QA|SA|SG|KR|LK|SY|TW|TH|TL|AE|VN|YE|AX|AL|AD|AM|AT|BY|BE|BA|BG|HR|CY|CZ|DK|EE|FO|FI|FR|GE|DE|GL|GI|GR|GG|VA|HU|IS|IE|IM|IL|IT|JE|KZ|KG|LV|LI|LT|LU|MK|MT|YT|MD|MC|NL|NO|PL|PT|RE|RO|RU|SH|SM|CS|SK|SI|ES|SJ|SE|CH|TJ|TR|TM|UA|GB|UZ|AI|AG|AW|BS|BZ|BB|BM|CA|KY|CR|CU|DM|DO|SV|GD|GP|HT|GT|HN|JM|MQ|MX|UM|MS|NI|AN|PA|PR|KN|LC|PM|VC|TT|TC|US|VG|VI|AS|AU|CK|FJ|PF|GU|KI|MH|FM|NR|NC|NZ|NU|NF|MP|PW|PG|PN|WS|SB|TK|TO|VU|TV|WF|AR|BO|BR|CL|CO|EC|FK|GF|GY|PY|PE|SR|UY|VE
Polkasteady	English	Edward ll and the Red Hot Polkas	United Kingdom			Edward ll and the Red Hot Polkas							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl under exclusive license from Complete Music	711297100723	711297100723	15415		711297100723_1_5.wav	1	5	Blue Blue Morning	English		Edward ll and the Red Hot Polkas							Front	Frontline	No	GBCEJ0399983	No	1987 Complete Music under exclusive license to Cooking Vinyl	0		Only Include	DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|DJ|EG|GQ|ER|ET|GA|GM|GH|GN|GW|KE|LS|LR|LY|MG|MW|ML|MU|MR|MA|MZ|NA|NE|NG|RW|ST|SN|SL|SC|SO|ZA|SZ|SD|TZ|TG|TN|UG|ZM|EH|ZW|AQ|BV|TF|HM|GS|AF|AZ|BH|BD|BT|IO|BN|KH|CN|CX|CC|HK|CC|IN|ID|IR|IQ|JP|JO|KW|LA|LB|MO|MY|MV|MN|MM|NP|KP|OM|PK|PS|PH|QA|SA|SG|KR|LK|SY|TW|TH|TL|AE|VN|YE|AX|AL|AD|AM|AT|BY|BE|BA|BG|HR|CY|CZ|DK|EE|FO|FI|FR|GE|DE|GL|GI|GR|GG|VA|HU|IS|IE|IM|IL|IT|JE|KZ|KG|LV|LI|LT|LU|MK|MT|YT|MD|MC|NL|NO|PL|PT|RE|RO|RU|SH|SM|CS|SK|SI|ES|SJ|SE|CH|TJ|TR|TM|UA|GB|UZ|AI|AG|AW|BS|BZ|BB|BM|CA|KY|CR|CU|DM|DO|SV|GD|GP|HT|GT|HN|JM|MQ|MX|UM|MS|NI|AN|PA|PR|KN|LC|PM|VC|TT|TC|US|VG|VI|AS|AU|CK|FJ|PF|GU|KI|MH|FM|NR|NC|NZ|NU|NF|MP|PW|PG|PN|WS|SB|TK|TO|VU|TV|WF|AR|BO|BR|CL|CO|EC|FK|GF|GY|PY|PE|SR|UY|VE
Polkasteady	English	Edward ll and the Red Hot Polkas	United Kingdom			Edward ll and the Red Hot Polkas							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl under exclusive license from Complete Music	711297100723	711297100723	15415		711297100723_1_6.wav	1	6	Another Fine Mess	English		Edward ll and the Red Hot Polkas							Front	Frontline	No	GBCEJ0399982	No	1987 Complete Music under exclusive license to Cooking Vinyl	0		Only Include	DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|DJ|EG|GQ|ER|ET|GA|GM|GH|GN|GW|KE|LS|LR|LY|MG|MW|ML|MU|MR|MA|MZ|NA|NE|NG|RW|ST|SN|SL|SC|SO|ZA|SZ|SD|TZ|TG|TN|UG|ZM|EH|ZW|AQ|BV|TF|HM|GS|AF|AZ|BH|BD|BT|IO|BN|KH|CN|CX|CC|HK|CC|IN|ID|IR|IQ|JP|JO|KW|LA|LB|MO|MY|MV|MN|MM|NP|KP|OM|PK|PS|PH|QA|SA|SG|KR|LK|SY|TW|TH|TL|AE|VN|YE|AX|AL|AD|AM|AT|BY|BE|BA|BG|HR|CY|CZ|DK|EE|FO|FI|FR|GE|DE|GL|GI|GR|GG|VA|HU|IS|IE|IM|IL|IT|JE|KZ|KG|LV|LI|LT|LU|MK|MT|YT|MD|MC|NL|NO|PL|PT|RE|RO|RU|SH|SM|CS|SK|SI|ES|SJ|SE|CH|TJ|TR|TM|UA|GB|UZ|AI|AG|AW|BS|BZ|BB|BM|CA|KY|CR|CU|DM|DO|SV|GD|GP|HT|GT|HN|JM|MQ|MX|UM|MS|NI|AN|PA|PR|KN|LC|PM|VC|TT|TC|US|VG|VI|AS|AU|CK|FJ|PF|GU|KI|MH|FM|NR|NC|NZ|NU|NF|MP|PW|PG|PN|WS|SB|TK|TO|VU|TV|WF|AR|BO|BR|CL|CO|EC|FK|GF|GY|PY|PE|SR|UY|VE
Polkasteady	English	Edward ll and the Red Hot Polkas	United Kingdom			Edward ll and the Red Hot Polkas							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl under exclusive license from Complete Music	711297100723	711297100723	15415		711297100723_1_7.wav	1	7	The Walls Of Butlins	English		Edward ll and the Red Hot Polkas							Front	Frontline	No	GBCEJ0399981	No	1987 Complete Music under exclusive license to Cooking Vinyl	0		Only Include	DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|DJ|EG|GQ|ER|ET|GA|GM|GH|GN|GW|KE|LS|LR|LY|MG|MW|ML|MU|MR|MA|MZ|NA|NE|NG|RW|ST|SN|SL|SC|SO|ZA|SZ|SD|TZ|TG|TN|UG|ZM|EH|ZW|AQ|BV|TF|HM|GS|AF|AZ|BH|BD|BT|IO|BN|KH|CN|CX|CC|HK|CC|IN|ID|IR|IQ|JP|JO|KW|LA|LB|MO|MY|MV|MN|MM|NP|KP|OM|PK|PS|PH|QA|SA|SG|KR|LK|SY|TW|TH|TL|AE|VN|YE|AX|AL|AD|AM|AT|BY|BE|BA|BG|HR|CY|CZ|DK|EE|FO|FI|FR|GE|DE|GL|GI|GR|GG|VA|HU|IS|IE|IM|IL|IT|JE|KZ|KG|LV|LI|LT|LU|MK|MT|YT|MD|MC|NL|NO|PL|PT|RE|RO|RU|SH|SM|CS|SK|SI|ES|SJ|SE|CH|TJ|TR|TM|UA|GB|UZ|AI|AG|AW|BS|BZ|BB|BM|CA|KY|CR|CU|DM|DO|SV|GD|GP|HT|GT|HN|JM|MQ|MX|UM|MS|NI|AN|PA|PR|KN|LC|PM|VC|TT|TC|US|VG|VI|AS|AU|CK|FJ|PF|GU|KI|MH|FM|NR|NC|NZ|NU|NF|MP|PW|PG|PN|WS|SB|TK|TO|VU|TV|WF|AR|BO|BR|CL|CO|EC|FK|GF|GY|PY|PE|SR|UY|VE
Polkasteady	English	Edward ll and the Red Hot Polkas	United Kingdom			Edward ll and the Red Hot Polkas							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl under exclusive license from Complete Music	711297100723	711297100723	15415		711297100723_1_8.wav	1	8	Mr Prime's Polka	English		Edward ll and the Red Hot Polkas							Front	Frontline	No	GBCEJ0399978	No	1987 Complete Music under exclusive license to Cooking Vinyl	0		Only Include	DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|DJ|EG|GQ|ER|ET|GA|GM|GH|GN|GW|KE|LS|LR|LY|MG|MW|ML|MU|MR|MA|MZ|NA|NE|NG|RW|ST|SN|SL|SC|SO|ZA|SZ|SD|TZ|TG|TN|UG|ZM|EH|ZW|AQ|BV|TF|HM|GS|AF|AZ|BH|BD|BT|IO|BN|KH|CN|CX|CC|HK|CC|IN|ID|IR|IQ|JP|JO|KW|LA|LB|MO|MY|MV|MN|MM|NP|KP|OM|PK|PS|PH|QA|SA|SG|KR|LK|SY|TW|TH|TL|AE|VN|YE|AX|AL|AD|AM|AT|BY|BE|BA|BG|HR|CY|CZ|DK|EE|FO|FI|FR|GE|DE|GL|GI|GR|GG|VA|HU|IS|IE|IM|IL|IT|JE|KZ|KG|LV|LI|LT|LU|MK|MT|YT|MD|MC|NL|NO|PL|PT|RE|RO|RU|SH|SM|CS|SK|SI|ES|SJ|SE|CH|TJ|TR|TM|UA|GB|UZ|AI|AG|AW|BS|BZ|BB|BM|CA|KY|CR|CU|DM|DO|SV|GD|GP|HT|GT|HN|JM|MQ|MX|UM|MS|NI|AN|PA|PR|KN|LC|PM|VC|TT|TC|US|VG|VI|AS|AU|CK|FJ|PF|GU|KI|MH|FM|NR|NC|NZ|NU|NF|MP|PW|PG|PN|WS|SB|TK|TO|VU|TV|WF|AR|BO|BR|CL|CO|EC|FK|GF|GY|PY|PE|SR|UY|VE
Polkasteady	English	Edward ll and the Red Hot Polkas	United Kingdom			Edward ll and the Red Hot Polkas							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl under exclusive license from Complete Music	711297100723	711297100723	15415		711297100723_1_9.wav	1	9	Three Hand Reel	English		Edward ll and the Red Hot Polkas							Front	Frontline	No	GBCEJ0399980	No	1987 Complete Music under exclusive license to Cooking Vinyl	0		Only Include	DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|DJ|EG|GQ|ER|ET|GA|GM|GH|GN|GW|KE|LS|LR|LY|MG|MW|ML|MU|MR|MA|MZ|NA|NE|NG|RW|ST|SN|SL|SC|SO|ZA|SZ|SD|TZ|TG|TN|UG|ZM|EH|ZW|AQ|BV|TF|HM|GS|AF|AZ|BH|BD|BT|IO|BN|KH|CN|CX|CC|HK|CC|IN|ID|IR|IQ|JP|JO|KW|LA|LB|MO|MY|MV|MN|MM|NP|KP|OM|PK|PS|PH|QA|SA|SG|KR|LK|SY|TW|TH|TL|AE|VN|YE|AX|AL|AD|AM|AT|BY|BE|BA|BG|HR|CY|CZ|DK|EE|FO|FI|FR|GE|DE|GL|GI|GR|GG|VA|HU|IS|IE|IM|IL|IT|JE|KZ|KG|LV|LI|LT|LU|MK|MT|YT|MD|MC|NL|NO|PL|PT|RE|RO|RU|SH|SM|CS|SK|SI|ES|SJ|SE|CH|TJ|TR|TM|UA|GB|UZ|AI|AG|AW|BS|BZ|BB|BM|CA|KY|CR|CU|DM|DO|SV|GD|GP|HT|GT|HN|JM|MQ|MX|UM|MS|NI|AN|PA|PR|KN|LC|PM|VC|TT|TC|US|VG|VI|AS|AU|CK|FJ|PF|GU|KI|MH|FM|NR|NC|NZ|NU|NF|MP|PW|PG|PN|WS|SB|TK|TO|VU|TV|WF|AR|BO|BR|CL|CO|EC|FK|GF|GY|PY|PE|SR|UY|VE
Polkasteady	English	Edward ll and the Red Hot Polkas	United Kingdom			Edward ll and the Red Hot Polkas							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl under exclusive license from Complete Music	711297100723	711297100723	15415		711297100723_1_10.wav	1	10	Sophie Bourbon's Hornpipe	English		Edward ll and the Red Hot Polkas							Front	Frontline	No	GBCEJ0399979	No	1987 Complete Music under exclusive license to Cooking Vinyl	0		Only Include	DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|DJ|EG|GQ|ER|ET|GA|GM|GH|GN|GW|KE|LS|LR|LY|MG|MW|ML|MU|MR|MA|MZ|NA|NE|NG|RW|ST|SN|SL|SC|SO|ZA|SZ|SD|TZ|TG|TN|UG|ZM|EH|ZW|AQ|BV|TF|HM|GS|AF|AZ|BH|BD|BT|IO|BN|KH|CN|CX|CC|HK|CC|IN|ID|IR|IQ|JP|JO|KW|LA|LB|MO|MY|MV|MN|MM|NP|KP|OM|PK|PS|PH|QA|SA|SG|KR|LK|SY|TW|TH|TL|AE|VN|YE|AX|AL|AD|AM|AT|BY|BE|BA|BG|HR|CY|CZ|DK|EE|FO|FI|FR|GE|DE|GL|GI|GR|GG|VA|HU|IS|IE|IM|IL|IT|JE|KZ|KG|LV|LI|LT|LU|MK|MT|YT|MD|MC|NL|NO|PL|PT|RE|RO|RU|SH|SM|CS|SK|SI|ES|SJ|SE|CH|TJ|TR|TM|UA|GB|UZ|AI|AG|AW|BS|BZ|BB|BM|CA|KY|CR|CU|DM|DO|SV|GD|GP|HT|GT|HN|JM|MQ|MX|UM|MS|NI|AN|PA|PR|KN|LC|PM|VC|TT|TC|US|VG|VI|AS|AU|CK|FJ|PF|GU|KI|MH|FM|NR|NC|NZ|NU|NF|MP|PW|PG|PN|WS|SB|TK|TO|VU|TV|WF|AR|BO|BR|CL|CO|EC|FK|GF|GY|PY|PE|SR|UY|VE
Back to Basics	English	Bragg, Billy	United Kingdom			Billy Bragg							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl		711297106022	13468		711297106022_1_1.wav	1	1	The Milkman of Human Kindness	English		Billy Bragg							Mid	Midline	No	GBCEJ0599728	No	1987 Cooking Vinyl	0		Only Include	BT|IT|IE|IS|IM|TV|CZ|HU|UM|VU|TO|TK|VA|GS|GG|SB|WS|WF|GR|DK|EE|GI|DE|JP|AX|DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|HM|DJ|FR|FO|EG|FI|GQ|ER|ET|GU|TF|PF|FJ|CK|CC|CX|IO|BV|AU|AQ|AS|YE|VN|UZ|AE|TM|TR|TL|CY|TH|TJ|TW|SY|LK|SG|SA|EC|DO|DM|CU|AL|CR|CO|CL|KY|CA|VG|BR|BO|KR|QA|BM|BZ|BB|BS|AW|AR|AG|AI|ZW|PH|ZM|EH|AD|TZ|PK|UG|TN|TG|SZ|SD|ZA|SO|SL|SC|SN|ST|SH|RW|RE|NG|NE|NA|MZ|MA|YT|MU|MR|ML|MW|MG|LY|LR|LS|KE|GW|GN|OM|PS|NP|MM|MN|GH|MV|GM|GA|MY|KI|MO|HR|BG|LB|LA|KG|KW|MH|AT|BY|BE|KP|LT|SV|FK|GF|GL|GD|KZ|GP|GT|GY|HT|HN|JM|MQ|MX|MS|BD|VC|AZ|PE|AM|PA|AF|PY|JO|NI|VE|GE|BH|AN|PM|SR|UY|CN|LC|KH|IL|BN|IQ|US|TC|VI|IR|TT|ID|IN|HK|JE|KN|PR|BA|FM|NR|PW|LU|MK|MT|MC|NL|NO|PL|PT|NC|MD|ES|SJ|SE|CH|NZ|RO|NU|UA|SI|GB|SK|RU|SM|NF|PN|MP|PG|LI|LV|CS
Back to Basics	English	Bragg, Billy	United Kingdom			Billy Bragg							1/1/1987	11/15/2016				Mid/Front	Frontline	Full Length	Cooking Vinyl	Rock	Alternative	1987 Cooking Vinyl		711297106022	13468		711297106022_1_2.wav	1	2	To Have and to Have Not	English		Billy Bragg							Mid	Midline	No	GBCEJ0599727	No	1987 Cooking Vinyl	0		Only Include	BT|IT|IE|IS|IM|TV|CZ|HU|UM|VU|TO|TK|VA|GS|GG|SB|WS|WF|GR|DK|EE|GI|DE|JP|AX|DZ|AO|BJ|BW|BF|BI|CM|CV|CF|TD|KM|CG|CD|CI|HM|DJ|FR|FO|EG|FI|GQ|ER|ET|GU|TF|PF|FJ|CK|CC|CX|IO|BV|AU|AQ|AS|YE|VN|UZ|AE|TM|TR|TL|CY|TH|TJ|TW|SY|LK|SG|SA|EC|DO|DM|CU|AL|CR|CO|CL|KY|CA|VG|BR|BO|KR|QA|BM|BZ|BB|BS|AW|AR|AG|AI|ZW|PH|ZM|EH|AD|TZ|PK|UG|TN|TG|SZ|SD|ZA|SO|SL|SC|SN|ST|SH|RW|RE|NG|NE|NA|MZ|MA|YT|MU|MR|ML|MW|MG|LY|LR|LS|KE|GW|GN|OM|PS|NP|MM|MN|GH|MV|GM|GA|MY|KI|MO|HR|BG|LB|LA|KG|KW|MH|AT|BY|BE|KP|LT|SV|FK|GF|GL|GD|KZ|GP|GT|GY|HT|HN|JM|MQ|MX|MS|BD|VC|AZ|PE|AM|PA|AF|PY|JO|NI|VE|GE|BH|AN|PM|SR|UY|CN|LC|KH|IL|BN|IQ|US|TC|VI|IR|TT|ID|IN|HK|JE|KN|PR|BA|FM|NR|PW|LU|MK|MT|MC|NL|NO|PL|PT|NC|MD|ES|SJ|SE|CH|NZ|RO|NU|UA|SI|GB|SK|RU|SM|NF|PN|MP|PG|LI|LV|CS
